73210,0,-36.17,0.216812,35.53,19.0,-52.0,15.0,UNASSIGNED
73211,0,-42.47,0.216812,35.53,20.0,-56.0,18.0,UNASSIGNED
73212,0,-50.21,0.216812,35.53,20.0,-56.0,18.0,UNASSIGNED
73213,0,-58.63,0.216812,35.53,14.0,-62.0,23.0,UNASSIGNED
73214,0,-67.16,0.216812,35.53,14.0,-62.0,23.0,UNASSIGNED
73215,0,-75.85,0.216812,35.53,10.0,-66.0,22.0,UNASSIGNED
73216,1,-236.25,0.775472,34.07,10.0,-52.0,14.0,UNASSIGNED
73217,1,-178.13,0.775472,34.07,17.0,-53.0,13.0,UNASSIGNED
73218,1,-131.89,0.775472,34.07,17.0,-53.0,13.0,UNASSIGNED
73219,1,-95.55,0.775472,34.07,15.0,-52.0,17.0,UNASSIGNED
73220,1,-65.01,0.775472,34.07,15.0,-52.0,17.0,UNASSIGNED
73221,1,-35.93,0.775472,34.07,15.0,-55.0,19.0,UNASSIGNED
73222,1,-5.21,0.775472,34.07,15.0,-55.0,19.0,UNASSIGNED
73223,1,27.98,0.775472,34.07,20.0,-56.0,14.0,UNASSIGNED
73224,1,61.87,0.775472,34.07,20.0,-56.0,14.0,UNASSIGNED
73225,1,92.72,0.775472,34.07,19.0,-58.0,17.0,UNASSIGNED
73226,1,116.5,0.775472,34.07,19.0,-58.0,17.0,UNASSIGNED
73227,1,131.08,0.790848,34.07,29.0,-62.0,24.0,UNASSIGNED
73228,1,138.03,0.790848,34.07,29.0,-62.0,24.0,UNASSIGNED
73229,1,142.5,0.790848,34.07,30.0,-61.0,21.0,UNASSIGNED
73230,1,151.16,0.790848,34.07,30.0,-61.0,21.0,UNASSIGNED
73231,1,169.26,0.790848,34.07,29.0,-60.0,15.0,UNASSIGNED
73232,1,198.31,0.790848,34.07,29.0,-60.0,15.0,UNASSIGNED
73233,1,235.58,0.790848,34.07,31.0,-60.0,17.0,UNASSIGNED
73234,1,275.26,0.790848,34.07,31.0,-60.0,17.0,UNASSIGNED
73235,1,310.31,0.790848,34.07,29.0,-58.0,18.0,UNASSIGNED
73236,1,333.91,0.790848,34.07,29.0,-58.0,18.0,UNASSIGNED
73237,1,340.56,0.790848,34.07,28.0,-56.0,15.0,UNASSIGNED
73238,1,327.2,0.790848,34.07,28.0,-56.0,15.0,UNASSIGNED
73239,1,294.62,0.790848,34.07,34.0,-56.0,20.0,UNASSIGNED
73240,1,248.55,0.790848,34.07,34.0,-56.0,20.0,UNASSIGNED
73241,1,199.62,0.790848,34.07,36.0,-59.0,14.0,UNASSIGNED
73242,1,161.08,0.790848,34.07,36.0,-59.0,14.0,UNASSIGNED
73243,1,144.49,0.795973,34.07,36.0,-56.0,11.0,UNASSIGNED
73244,1,155.16,0.795973,34.07,36.0,-56.0,11.0,UNASSIGNED
73245,1,189.33,0.795973,34.07,39.0,-52.0,15.0,UNASSIGNED
73246,1,234.93,0.795973,34.07,39.0,-52.0,15.0,UNASSIGNED
73247,1,275.43,0.795973,34.07,39.0,-55.0,14.0,UNASSIGNED
73248,1,295.6,0.795973,34.07,39.0,-55.0,14.0,UNASSIGNED
73249,1,286.64,0.795973,34.07,38.0,-52.0,9.0,UNASSIGNED
73250,1,248.83,0.795973,34.07,38.0,-52.0,9.0,UNASSIGNED
73251,1,190.75,0.795973,34.07,32.0,-47.0,11.0,UNASSIGNED
73252,1,125.56,0.795973,34.07,32.0,-47.0,11.0,UNASSIGNED
73253,1,66.27,0.795973,34.07,26.0,-46.0,13.0,UNASSIGNED
73254,1,21.72,0.795973,34.07,26.0,-46.0,13.0,UNASSIGNED
73255,1,-5.35,0.795973,34.07,28.0,-45.0,13.0,UNASSIGNED
73256,1,-17.51,0.795973,34.07,28.0,-45.0,13.0,UNASSIGNED
73257,1,-20.1,0.795973,34.07,37.0,-46.0,14.0,UNASSIGNED
73258,1,-18.36,0.795973,34.07,37.0,-46.0,14.0,UNASSIGNED
73259,1,-15.64,0.801099,34.07,41.0,-48.0,15.0,UNASSIGNED
73260,1,-13.44,0.801099,34.07,41.0,-48.0,15.0,UNASSIGNED
73261,1,-12.75,0.801099,34.07,36.0,-51.0,14.0,UNASSIGNED
73262,1,-15.01,0.801099,34.07,36.0,-51.0,14.0,UNASSIGNED
73263,1,-22.16,0.801099,34.07,22.0,-52.0,9.0,UNASSIGNED
73264,1,-35.66,0.801099,34.07,22.0,-52.0,9.0,UNASSIGNED
73265,1,-55.2,0.801099,34.07,5.0,-55.0,3.0,UNASSIGNED
73266,1,-78.11,0.801099,34.07,5.0,-55.0,3.0,UNASSIGNED
73267,1,-100.03,0.801099,34.07,6.0,-61.0,7.0,UNASSIGNED
73268,1,-116.52,0.801099,34.07,6.0,-61.0,7.0,UNASSIGNED
73269,1,-124.94,0.801099,34.07,11.0,-63.0,10.0,UNASSIGNED
73270,1,-125.42,0.801099,34.07,11.0,-63.0,10.0,UNASSIGNED
73271,1,-120.65,0.801099,34.07,13.0,-66.0,12.0,UNASSIGNED
73272,1,-114.51,0.801099,34.07,13.0,-66.0,12.0,UNASSIGNED
73273,1,-110.51,0.801099,34.07,17.0,-66.0,14.0,UNASSIGNED
73274,1,-110.52,0.801099,34.07,17.0,-66.0,14.0,UNASSIGNED
73275,1,-114.39,0.807505,34.07,21.0,-64.0,17.0,UNASSIGNED
73276,1,-120.46,0.807505,34.07,21.0,-64.0,17.0,UNASSIGNED
73277,1,-126.49,0.807505,34.07,21.0,-62.0,16.0,UNASSIGNED
73278,1,-130.42,0.807505,34.07,21.0,-62.0,16.0,UNASSIGNED
